filename,post_uuid,author_id,ai_flag,title,tags,content_summary,created_at,is_original,is_official,browse_count,upvote_count,collection_count,comment_count,pic_click_count,plate_name,content_text,forward_count,image_url
7293822518359324020_0.jpg,7293822518359324020,29157-18317418402904440849,0,니케 길티 수영복 💚,"길티, COS",,,,,,,,,,,,,NO_IMAGE
1008214612110212700_1.jpg,1008214612110212700,29080-333787070396706846,0,만약,"밈, 머스탱, 테트라 라인, NIKKE 2026",,,,,,,,,,,,,https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/f61caf9f-a0a1-4e9c-97da-be5d53eee85b.png?height=2048&width=2048|https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/0f8f7f05-004f-4d32-8c50-a86de2853aac.png?height=2048&width=2048
8015681397620722872_0.jpg,8015681397620722872,29080-854533345780907374,0,레이블 💜,"GOOD WORLD, 백학, NIKKE 2026, COS, 오리지널",,,,,,,,,,,,,NO_IMAGE
8871299193058614986_1.jpg,8871299193058614986,29080-7813732145614375576,0,"이 레드 와인, 꽤 맛있네…… 잘생긴 오빠, 한 잔 어때?🍷❤️","NIKKE 2026, 일러스트, 오리지널, 레드 후드",,,,,,,,,,,,,https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/5b183d36-d0eb-4ec9-afc2-2188368edd0c.png?height=5163&width=3762|https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/6e8f4f1b-7564-49f2-aa4a-ccfa82cc761c.png?height=5163&width=3762
9017748963550001763_0.jpg,9017748963550001763,29080-15390904735648023896,0,코스프레: 루주 (언럭키 래빗),"COS, 코스프레, 니케코스프레, 루주 - 언럭키 래빗",,,,,,,,,,,,,https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/50aa2a83-9ba7-43f5-adc5-fbaac342fa03.jpeg?height=4000&width=2667
7957045060509662208_0.jpg,7957045060509662208,29080-18249114754033265611,0,攻略してください,"2X2 LOVE, 아르카나 : 포츈 메이트, 일러스트, 오리지널",,,,,,,,,,,,,https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/4a830e61-f0d6-4fef-a8f3-df436c7421c8.jpeg?height=3089&width=2000
5940109991343969290_1.jpg,5940109991343969290,29080-7813732145614375576,0,🏴‍☠️추억 가득한 로맨틱 해적 특제 디저트 세트🍫🍮🍰🍭! 정말 맛있을 거예요!✨💖,"일러스트, 오리지널, 마스트 : 로망틱 메이드, 마스트, NIKKE 2026",,,,,,,,,,,,,https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/35e491f1-fba6-462b-86a2-548e7f1c456d.jpeg?height=4961&width=3508|https://sg-cdn.blablalink.com/standalonesite/ugc/public/image/eeef60ee-2abe-4b36-a93a-4a7dfae72d4f.jpeg?height=4961&width=3508
5064591965870386310_0.jpg,5064591965870386310,29080-7850401774675513292,0,이벤트 참여!,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/703290_1740138652939.jpg
3541492504585454837_0.jpg,3541492504585454837,29080-3532623513808596361,0,응애에요,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/953995_1740015582654.jpg
7847897878328656406_0.jpg,7847897878328656406,29080-11466561657723167650,0,ㅎㅎㅇ,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/10303399_1740015161799.jpg
4351108500935481109_0.jpg,4351108500935481109,29080-4400969846116537092,0,",,","니케공식커뮤니티런칭, 스즈하라 사쿠라",,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/10242380_1740014382280.jpg
3783827857800593086_0.jpg,3783827857800593086,29080-15361941366507353099,0,ㅤㅤㅤㅤㅤㅤ,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/9520731_1740013970630.jpg
8029830878398191384_0.jpg,8029830878398191384,29080-14501313815024742350,0,123,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/9689548_1740014013589.jpg
7627070772163426987_0.jpg,7627070772163426987,29080-3842433830885084029,0,이벤트참여,니케공식커뮤니티런칭,,,,,,,,,,,,,https://na-nikke.playerinfinite.com/16/173753337637262/9652228_1740008517535.jpg
